class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Straight,0.49608808755874634,0.4385315477848053,-0.7244903445243835,0.9998019337654114,0.5232409834861755,0.3682381808757782,-0.7003661394119263,0.9993471503257751,0.5407640337944031,0.3691231906414032,-0.7000608444213867,0.9996142387390137,0.5582088828086853,0.37175261974334717,-0.7006182670593262,0.9993867874145508,0.4756597578525543,0.3688054084777832,-0.6946226954460144,0.9993108510971069,0.4587485194206238,0.36999163031578064,-0.6952646374702454,0.9995766282081604,0.44199901819229126,0.3708270490169525,-0.6960437893867493,0.9993083477020264,0.5811939835548401,0.41116607189178467,-0.4362134039402008,0.9995695948600769,0.4276079535484314,0.4062340259552002,-0.40965747833251953,0.9994447827339172,0.5274721384048462,0.5285190343856812,-0.6171306371688843,0.9995998740196228,0.4672439694404602,0.5239764451980591,-0.6082397699356079,0.9995031356811523,0.7099329233169556,0.8355671167373657,-0.26411306858062744,0.9995564818382263,0.3206893801689148,0.8089501857757568,-0.22127261757850647,0.9993246793746948,0.7811160087585449,1.1736531257629395,-0.14094550907611847,0.25279438495635986,0.19420894980430603,1.0600035190582275,-0.05956050008535385,0.23139674961566925,0.8021000027656555,1.6897481679916382,-0.14017464220523834,0.07560709863901138,0.14288410544395447,1.6126861572265625,-0.16501212120056152,0.049401864409446716,0.8548696637153625,1.8485283851623535,-0.13398104906082153,0.08128398656845093,0.09729686379432678,1.7280246019363403,-0.21513323485851288,0.06294622272253036,0.8254213333129883,1.854902982711792,-0.21514959633350372,0.12514673173427582,0.132135808467865,1.744744062423706,-0.2665320932865143,0.09620527923107147,0.8060446977615356,1.8101032972335815,-0.17074429988861084,0.1339918076992035,0.1570124626159668,1.7011723518371582,-0.20463819801807404,0.09981481730937958,0.6221526265144348,1.7840380668640137,-0.08062077313661575,0.00022062401694711298,0.37104886770248413,1.7840842008590698,0.08375092595815659,0.000265566079178825,0.6300383806228638,2.5874857902526855,-0.09533243626356125,0.0008294939179904759,0.36386168003082275,2.578031539916992,-0.004552756901830435,0.0005944972508586943,0.6251869201660156,3.3245201110839844,0.5021554231643677,0.0001688279735390097,0.36410778760910034,3.3094844818115234,0.20850050449371338,0.00014739789185114205,0.6350687146186829,3.434382200241089,0.5577107071876526,0.00013908154505770653,0.363198459148407,3.4200077056884766,0.22207412123680115,0.00026318186428397894,0.5762262344360352,3.5504324436187744,0.2700835168361664,0.00022408775112126023,0.38392576575279236,3.528836488723755,-0.19456130266189575,0.00030127656646072865
Straight,0.4959086775779724,0.4386894702911377,-0.8291459083557129,0.9998143315315247,0.522135853767395,0.36845239996910095,-0.7970478534698486,0.9993865489959717,0.5400575399398804,0.3693659007549286,-0.796624481678009,0.9996331930160522,0.5567091703414917,0.37187373638153076,-0.7971740961074829,0.9994228482246399,0.47507113218307495,0.3687814474105835,-0.7911745309829712,0.9993538856506348,0.45866093039512634,0.36976945400238037,-0.7916628122329712,0.999600350856781,0.4419120252132416,0.3703348934650421,-0.792408287525177,0.9993545413017273,0.580742597579956,0.41116219758987427,-0.5001629590988159,0.9995896220207214,0.4266718029975891,0.4060664772987366,-0.472222238779068,0.9994744658470154,0.5270119905471802,0.5277751088142395,-0.7126120328903198,0.9996217489242554,0.4665653705596924,0.5234304666519165,-0.7036405205726624,0.9995323419570923,0.6972947120666504,0.8106848001480103,-0.29883041977882385,0.9995641708374023,0.3222150206565857,0.7938101887702942,-0.2818605303764343,0.9993630647659302,0.7906209230422974,1.0998340845108032,-0.15244457125663757,0.2681770622730255,0.19680394232273102,1.0572527647018433,-0.07880682498216629,0.25144994258880615,0.8984144330024719,1.589581847190857,-0.16539868712425232,0.07997625321149826,0.12295667827129364,1.5925652980804443,-0.17055796086788177,0.05435138940811157,0.9485229253768921,1.6904380321502686,-0.16412191092967987,0.08421847224235535,0.08271266520023346,1.7304975986480713,-0.22182853519916534,0.06703435629606247,0.9205418825149536,1.7007999420166016,-0.25286152958869934,0.129704549908638,0.11871360242366791,1.752153992652893,-0.29801681637763977,0.10219263285398483,0.8956663012504578,1.6722607612609863,-0.20161843299865723,0.13846124708652496,0.14537084102630615,1.7099226713180542,-0.21861736476421356,0.1052023321390152,0.6253635883331299,1.736055850982666,-0.08048932999372482,0.00024033426598180085,0.3706813156604767,1.7311317920684814,0.08366341143846512,0.00028953570290468633,0.6275829076766968,2.511539936065674,-0.09216372668743134,0.000817374384496361,0.3636554777622223,2.5074210166931152,0.01771443523466587,0.000617635203525424,0.6232802271842957,3.234374761581421,0.5012996196746826,0.00017033629410434514,0.36421871185302734,3.2259843349456787,0.28203657269477844,0.0001527650747448206,0.6328006386756897,3.334031820297241,0.5556186437606812,0.00014005131379235536,0.3633505702018738,3.3247649669647217,0.3000878095626831,0.00026492649340070784,0.5761948823928833,3.464078664779663,0.2601798176765442,0.0002269990072818473,0.38513609766960144,3.454820394515991,-0.12014634907245636,0.00031305328593589365
Straight,0.4942610263824463,0.4386868476867676,-0.67026686668396,0.999815821647644,0.5194026231765747,0.3684048056602478,-0.6428662538528442,0.9993937015533447,0.5378478169441223,0.3691847026348114,-0.6424096822738647,0.9996335506439209,0.5539555549621582,0.3713361918926239,-0.6429888010025024,0.9994325637817383,0.47328346967697144,0.3687625825405121,-0.6335242986679077,0.9993572235107422,0.45801669359207153,0.3696386218070984,-0.6340223550796509,0.9995980262756348,0.4411754012107849,0.3701510429382324,-0.6346331834793091,0.9993589520454407,0.5798867344856262,0.4099266529083252,-0.38859128952026367,0.9995883703231812,0.4260409474372864,0.406046986579895,-0.34583041071891785,0.9994681477546692,0.5256675481796265,0.5274443030357361,-0.5710582733154297,0.9996263384819031,0.4654616415500641,0.5233703851699829,-0.5579084753990173,0.9995357394218445,0.6963800191879272,0.8061468601226807,-0.21841907501220703,0.9995651245117188,0.32274097204208374,0.790044903755188,-0.1803434044122696,0.9993684887886047,0.7904567718505859,1.075785517692566,-0.0786646232008934,0.2673894166946411,0.19704291224479675,1.0539209842681885,0.07592473924160004,0.25205227732658386,0.8738857507705688,1.6032366752624512,-0.05099470168352127,0.07973634451627731,0.12549878656864166,1.595337986946106,0.0590764656662941,0.05267510563135147,0.9231950640678406,1.7140401601791382,-0.034596074372529984,0.08323442935943604,0.0833103135228157,1.734975814819336,0.019542673602700233,0.06461812555789948,0.8949500918388367,1.7296781539916992,-0.11927144229412079,0.1286422461271286,0.12057185173034668,1.7662851810455322,-0.044995155185461044,0.09894338250160217,0.872411847114563,1.6957695484161377,-0.08220397680997849,0.1368255764245987,0.14676305651664734,1.7213913202285767,0.01581532135605812,0.10161937028169632,0.6312128305435181,1.7272508144378662,-0.0797903761267662,0.0002490271581336856,0.37093886733055115,1.723207712173462,0.08306228369474411,0.00029269157676026225,0.6275926828384399,2.4864661693573,-0.12396635115146637,0.0007828927482478321,0.36380258202552795,2.4824695587158203,0.02281339280307293,0.0006007637130096555,0.6232869029045105,3.19119930267334,0.41931986808776855,0.00016360219160560519,0.36416763067245483,3.180900812149048,0.282772421836853,0.00014934454520698637,0.6328213810920715,3.2927331924438477,0.4696521759033203,0.00013459358888212591,0.36317726969718933,3.2807366847991943,0.30019068717956543,0.00025616041966713965,0.5755646228790283,3.4216833114624023,0.1668160855770111,0.000220610381802544,0.38716399669647217,3.41352915763855,-0.11581854522228241,0.0003109594399575144
Straight,0.49310851097106934,0.4391922056674957,-0.7965720891952515,0.9998213648796082,0.5173581838607788,0.36848101019859314,-0.7746660709381104,0.99941486120224,0.5362818837165833,0.36917659640312195,-0.7741788625717163,0.9996404051780701,0.5520839691162109,0.37112879753112793,-0.7748242616653442,0.9994529485702515,0.47149381041526794,0.36934801936149597,-0.761168897151947,0.9993769526481628,0.4571186602115631,0.37005332112312317,-0.7616406083106995,0.9996042847633362,0.43995794653892517,0.3706188499927521,-0.7623143196105957,0.9993801116943359,0.5793440937995911,0.40875375270843506,-0.5103306174278259,0.999594509601593,0.4256746768951416,0.4061848223209381,-0.4470450282096863,0.9994716644287109,0.5247714519500732,0.5274317264556885,-0.6902857422828674,0.9996373057365417,0.46457281708717346,0.5239144563674927,-0.6713827848434448,0.9995485544204712,0.6948885917663574,0.7930173873901367,-0.30753979086875916,0.9995651841163635,0.32520925998687744,0.7770974636077881,-0.23795616626739502,0.9993870258331299,0.7904426455497742,1.0649921894073486,-0.13754573464393616,0.2731722891330719,0.19995354115962982,1.0408822298049927,0.030266204848885536,0.2613670229911804,0.8718183636665344,1.5927189588546753,-0.10213484615087509,0.08210664242506027,0.1257014274597168,1.5883796215057373,-0.0058251433074474335,0.053572215139865875,0.9182981252670288,1.6995617151260376,-0.0885012149810791,0.08487804979085922,0.08406242728233337,1.7259942293167114,-0.0474807545542717,0.0649879053235054,0.8879743814468384,1.7166463136672974,-0.18037369847297668,0.13165363669395447,0.12087376415729523,1.7604221105575562,-0.11738917976617813,0.09988748282194138,0.8653818368911743,1.6838387250900269,-0.1357157826423645,0.1393112689256668,0.14719220995903015,1.7165255546569824,-0.05112253874540329,0.10197460651397705,0.6310902833938599,1.704384207725525,-0.08336508274078369,0.0002515460073482245,0.37093546986579895,1.696240782737732,0.08665316551923752,0.0002947008179035038,0.6259548664093018,2.460672616958618,-0.1153266429901123,0.0007543146493844688,0.36379796266555786,2.451389789581299,0.0588594451546669,0.0005987875629216433,0.6223805546760559,3.1594786643981934,0.458026647567749,0.00015885091852396727,0.36437004804611206,3.146348476409912,0.35432371497154236,0.000149747880641371,0.63176429271698,3.2581770420074463,0.5119447112083435,0.00013117150228936225,0.36351248621940613,3.2453837394714355,0.3757787346839905,0.00025291385827586055,0.5746298432350159,3.3890116214752197,0.1994161307811737,0.00021657688193954527,0.38744476437568665,3.373122453689575,-0.03802422806620598,0.0003158985637128353
Straight,0.4933319091796875,0.43889105319976807,-0.7818726897239685,0.9998250603675842,0.5173957347869873,0.36814239621162415,-0.7655438184738159,0.9994330406188965,0.5362954139709473,0.3687758147716522,-0.7651329040527344,0.9996445178985596,0.5520291924476624,0.37037670612335205,-0.7658396363258362,0.9994686841964722,0.4715054929256439,0.3689935803413391,-0.7502022981643677,0.9993988871574402,0.45724520087242126,0.3696334958076477,-0.7507525682449341,0.9996137022972107,0.44025054574012756,0.370047390460968,-0.7514253854751587,0.9994063377380371,0.5791628956794739,0.40765851736068726,-0.4747842848300934,0.9995983242988586,0.42565909028053284,0.40588462352752686,-0.4441935122013092,0.999484658241272,0.5248491168022156,0.5264461636543274,-0.6777396202087402,0.9996424913406372,0.46464747190475464,0.5238118767738342,-0.6594988107681274,0.9995607137680054,0.694301426410675,0.7911005020141602,-0.2789058983325958,0.9995429515838623,0.32529687881469727,0.7781050205230713,-0.24574680626392365,0.9993895292282104,0.7902675867080688,1.0555052757263184,-0.12959285080432892,0.28132152557373047,0.199899822473526,1.0333913564682007,-0.08729557693004608,0.26659703254699707,0.8864363431930542,1.5809205770492554,-0.10761634260416031,0.08271370828151703,0.12658686935901642,1.588863492012024,-0.21218475699424744,0.05361568182706833,0.9309455752372742,1.6825557947158813,-0.09637650847434998,0.0848417729139328,0.08302175253629684,1.72609281539917,-0.267076313495636,0.06489980965852737,0.904140830039978,1.69618821144104,-0.185451939702034,0.13148486614227295,0.1206241250038147,1.760069489479065,-0.33610057830810547,0.09988543391227722,0.8809875249862671,1.6655502319335938,-0.14082938432693481,0.13901124894618988,0.14655490219593048,1.7161808013916016,-0.25910335779190063,0.10187213867902756,0.631933331489563,1.7042704820632935,-0.07360879331827164,0.0002646801876835525,0.37093180418014526,1.6993147134780884,0.07690026611089706,0.0003104364441242069,0.6259624361991882,2.46250319480896,-0.10187365859746933,0.0007697251276113093,0.36386916041374207,2.455084800720215,-0.01861800067126751,0.0006157818133942783,0.6233982443809509,3.1651530265808105,0.4615703523159027,0.00016245960432570428,0.3658354878425598,3.1551296710968018,0.1791038066148758,0.00015315831115003675,0.6327256560325623,3.265249252319336,0.5134264230728149,0.0001341410243185237,0.3650861084461212,3.2556312084198,0.18904249370098114,0.00025493596331216395,0.5798846483230591,3.388576030731201,0.21284742653369904,0.00022363160678651184,0.39058345556259155,3.375657796859741,-0.2216915637254715,0.000325890228850767
Straight,0.4938768744468689,0.43888944387435913,-0.8581222295761108,0.9998294711112976,0.5174694061279297,0.3682701885700226,-0.8307846188545227,0.9994463920593262,0.5363069772720337,0.36889776587486267,-0.830371081829071,0.9996443390846252,0.5519725680351257,0.3703952729701996,-0.8309366106987,0.9994785189628601,0.4719921052455902,0.3690395653247833,-0.8248013257980347,0.9994180202484131,0.4579485058784485,0.3696434497833252,-0.8253577947616577,0.9996210932731628,0.44189396500587463,0.37000682950019836,-0.8260498046875,0.9994295239448547,0.5788567066192627,0.40764185786247253,-0.5372406244277954,0.9995977282524109,0.4259040355682373,0.405746191740036,-0.51509690284729,0.999495804309845,0.5248923897743225,0.5262667536735535,-0.7434374094009399,0.9996506571769714,0.4651225507259369,0.5238198637962341,-0.7348278760910034,0.9995755553245544,0.6921678781509399,0.7892823219299316,-0.3253781199455261,0.9995386004447937,0.3271174728870392,0.775881290435791,-0.3244001567363739,0.9994131326675415,0.7939453721046448,1.0524989366531372,-0.16589464247226715,0.2982381284236908,0.20106256008148193,1.0293407440185547,-0.13896426558494568,0.28966957330703735,0.8939992189407349,1.5302478075027466,-0.1743256151676178,0.08813026547431946,0.12168195098638535,1.5539435148239136,-0.24202461540699005,0.059413328766822815,0.9443839192390442,1.6518008708953857,-0.17577917873859406,0.0880088284611702,0.08269618451595306,1.7148754596710205,-0.2974666655063629,0.069211944937706,0.9169380068778992,1.6595196723937988,-0.26450884342193604,0.13618510961532593,0.120136559009552,1.7432109117507935,-0.3764185905456543,0.10611773282289505,0.8944500684738159,1.6303647756576538,-0.21012577414512634,0.14438670873641968,0.14558099210262299,1.701714277267456,-0.291580468416214,0.10832192748785019,0.6331379413604736,1.6990549564361572,-0.07382772862911224,0.0002907866728492081,0.3714222013950348,1.6969292163848877,0.07711414992809296,0.0003452665114309639,0.6266732811927795,2.4500646591186523,-0.07365358620882034,0.000774296117015183,0.36487072706222534,2.449406623840332,0.05116160959005356,0.0006357213133014739,0.6254289746284485,3.142822504043579,0.5139065980911255,0.00016226989100687206,0.36981549859046936,3.137716054916382,0.35400283336639404,0.00015602202620357275,0.6344722509384155,3.239539623260498,0.5665712952613831,0.00013448037498164922,0.3697582185268402,3.2343339920043945,0.3761434853076935,0.00025840531452558935,0.5843737721443176,3.3702785968780518,0.2640252709388733,0.00022386138152796775,0.39602917432785034,3.361804962158203,-0.03654705733060837,0.00033414672361686826
Straight,0.49432963132858276,0.4390580952167511,-0.9913595914840698,0.9998335242271423,0.5176946520805359,0.3687132000923157,-0.9582192301750183,0.99946528673172,0.536410391330719,0.3694005608558655,-0.9578989744186401,0.99964839220047,0.5519919395446777,0.3707767426967621,-0.9583366513252258,0.9994926452636719,0.47225871682167053,0.3694605231285095,-0.9546269178390503,0.9994401931762695,0.45834970474243164,0.3700556457042694,-0.9552105665206909,0.9996296167373657,0.4428339898586273,0.3703208565711975,-0.9559880495071411,0.9994529485702515,0.5786585807800293,0.4078200161457062,-0.6337112188339233,0.9996012449264526,0.4259909689426422,0.40592625737190247,-0.6185862421989441,0.9995092749595642,0.525023877620697,0.5263437628746033,-0.8620551228523254,0.9996564984321594,0.46551579236984253,0.5244166254997253,-0.8566899299621582,0.9995880126953125,0.6908590197563171,0.7888625264167786,-0.3902256190776825,0.9995155930519104,0.32832270860671997,0.7759664058685303,-0.4046505391597748,0.9994180202484131,0.7920254468917847,1.0490801334381104,-0.24297916889190674,0.3089895248413086,0.20290152728557587,1.028626561164856,-0.2537488341331482,0.30602288246154785,0.8845108151435852,1.5517891645431519,-0.28768104314804077,0.09052237123250961,0.12167259305715561,1.555556058883667,-0.4145764410495758,0.0639014020562172,0.9364921450614929,1.6751432418823242,-0.29726025462150574,0.08903926610946655,0.07908497750759125,1.6973133087158203,-0.4799569249153137,0.07287777960300446,0.9070359468460083,1.6835659742355347,-0.3891511559486389,0.13756483793258667,0.1148090735077858,1.71980881690979,-0.5588589906692505,0.11149564385414124,0.8851367235183716,1.6514074802398682,-0.32591986656188965,0.14617185294628143,0.13994170725345612,1.68173086643219,-0.46484583616256714,0.11393500119447708,0.6241925954818726,1.7018812894821167,-0.07241444289684296,0.00033453101059421897,0.372032105922699,1.6934070587158203,0.0756310224533081,0.0004030256241094321,0.625963568687439,2.4412169456481934,-0.06399670988321304,0.000810260244179517,0.3648220896720886,2.440213441848755,0.06989070773124695,0.0006699393852613866,0.624729573726654,3.1335651874542236,0.5207260251045227,0.0001626859448151663,0.3701069951057434,3.1301348209381104,0.38919898867607117,0.0001568066218169406,0.6333354115486145,3.2297542095184326,0.572521448135376,0.00013621250400319695,0.37007516622543335,3.226145029067993,0.4120292067527771,0.000261674023931846,0.5841265916824341,3.360797882080078,0.2664458155632019,0.0002230598038295284,0.3974589705467224,3.354489803314209,-0.009002063423395157,0.0003337181406095624
Straight,0.495048850774765,0.4400319457054138,-0.9652944803237915,0.9998399615287781,0.5185446739196777,0.36955726146698,-0.9342328310012817,0.9994855523109436,0.5368279814720154,0.37014830112457275,-0.9339618682861328,0.9996606707572937,0.5522648096084595,0.37130555510520935,-0.934487521648407,0.9995124936103821,0.47257566452026367,0.37049201130867004,-0.9294310808181763,0.9994614124298096,0.4586211144924164,0.3709731101989746,-0.9299600720405579,0.9996426701545715,0.44326910376548767,0.371067076921463,-0.9306734204292297,0.9994727373123169,0.578651487827301,0.40785104036331177,-0.6194692254066467,0.9996173977851868,0.42599058151245117,0.406085342168808,-0.5980704426765442,0.9995245337486267,0.5256314873695374,0.5270726680755615,-0.8392952084541321,0.9996656179428101,0.4659207761287689,0.5259314179420471,-0.8323121070861816,0.9995977282524109,0.6911526918411255,0.7883370518684387,-0.3895735442638397,0.9995274543762207,0.32829996943473816,0.7776575088500977,-0.35786446928977966,0.9994178414344788,0.7920517325401306,1.0454174280166626,-0.22012972831726074,0.32175227999687195,0.20578789710998535,1.0287784337997437,-0.19059264659881592,0.30804067850112915,0.8812907338142395,1.5431832075119019,-0.24125616252422333,0.09595277905464172,0.12885744869709015,1.5635777711868286,-0.3072969317436218,0.06396360695362091,0.9300293922424316,1.668583631515503,-0.2535594701766968,0.09272262454032898,0.08448643237352371,1.700556993484497,-0.37095892429351807,0.07270994037389755,0.9007288217544556,1.6785310506820679,-0.3396708369255066,0.14290228486061096,0.11764882504940033,1.7239495515823364,-0.4330265522003174,0.11136917769908905,0.8789705038070679,1.6464338302612305,-0.2790752649307251,0.15171179175376892,0.14272621273994446,1.6845743656158447,-0.35247382521629333,0.11385265737771988,0.6240707635879517,1.7045897245407104,-0.07286267727613449,0.0003596323076635599,0.38037389516830444,1.6876490116119385,0.07606223970651627,0.0004248970071785152,0.6339704990386963,2.4371798038482666,-0.06725368648767471,0.0008003975381143391,0.3697049021720886,2.438950538635254,0.07846509665250778,0.0006718740914948285,0.6361979246139526,3.125678539276123,0.5184609889984131,0.0001596255460754037,0.37788841128349304,3.123216390609741,0.4032000005245209,0.00015566576621495187,0.6458210945129395,3.2206852436065674,0.5710073113441467,0.00013517124170903116,0.37803593277931213,3.218724250793457,0.42680636048316956,0.00026090742903761566,0.5959097146987915,3.3560783863067627,0.2599371373653412,0.00022066384553909302,0.40764331817626953,3.34834623336792,0.012994863092899323,0.00033192973933182657
Straight,0.4953917860984802,0.4400063455104828,-0.8656243085861206,0.9998454451560974,0.5188621282577515,0.3698216378688812,-0.8321533203125,0.9995073676109314,0.5369467735290527,0.3704794943332672,-0.8317940831184387,0.9996693134307861,0.5522851943969727,0.37159043550491333,-0.8323033452033997,0.9995319247245789,0.4728398323059082,0.3708706796169281,-0.8254092335700989,0.9994847774505615,0.45885881781578064,0.37145110964775085,-0.8259016275405884,0.9996538758277893,0.44378870725631714,0.3716368079185486,-0.8265377283096313,0.9994977116584778,0.5785884261131287,0.4080408811569214,-0.5393780469894409,0.9996286034584045,0.42614445090293884,0.4065888822078705,-0.508783221244812,0.9995385408401489,0.5258665680885315,0.5270335078239441,-0.7520784139633179,0.9996779561042786,0.4661441445350647,0.5259257555007935,-0.7423681020736694,0.9996137022972107,0.6899787187576294,0.788337767124176,-0.3644509017467499,0.9995304346084595,0.32972532510757446,0.7776768803596497,-0.3097180128097534,0.9994311928749084,0.7917997241020203,1.0382187366485596,-0.21146564185619354,0.33505839109420776,0.2057047188282013,1.02726411819458,-0.15387459099292755,0.3201284408569336,0.8797860145568848,1.5514565706253052,-0.23558327555656433,0.09685151278972626,0.11856681108474731,1.5623986721038818,-0.28240424394607544,0.06467189639806747,0.9261525273323059,1.6707104444503784,-0.23825430870056152,0.0922141745686531,0.0683169960975647,1.6925145387649536,-0.3478342890739441,0.07263273000717163,0.8970855474472046,1.6821560859680176,-0.3316805958747864,0.14232072234153748,0.10361775010824203,1.7164173126220703,-0.42072004079818726,0.11148834228515625,0.875402569770813,1.6498456001281738,-0.273875892162323,0.15122903883457184,0.1286289542913437,1.6777794361114502,-0.3409389853477478,0.11392369121313095,0.6241403818130493,1.6992316246032715,-0.07562214136123657,0.00037320121191442013,0.3771994113922119,1.6886396408081055,0.07884137332439423,0.0004412205598782748,0.6263519525527954,2.438951015472412,-0.07296168059110641,0.0008158049313351512,0.3642701506614685,2.4375226497650146,0.06918588280677795,0.0006977086886763573,0.6301196813583374,3.1289422512054443,0.4943620562553406,0.00016160951054189354,0.37265560030937195,3.123321294784546,0.3735799193382263,0.00016199004312511533,0.6394514441490173,3.2261736392974854,0.5446256399154663,0.00013622634287457913,0.37305495142936707,3.220834255218506,0.38900914788246155,0.0002669944951776415,0.5915464758872986,3.3528995513916016,0.24230925738811493,0.00022281047131400555,0.3992626965045929,3.343294620513916,-0.01655181683599949,0.00034242161200381815
Straight,0.4954001009464264,0.4406772255897522,-0.9030048251152039,0.9998507499694824,0.518882155418396,0.370282918214798,-0.8709239959716797,0.9995231628417969,0.5369631052017212,0.370871365070343,-0.8706412315368652,0.9996785521507263,0.5522946119308472,0.37186163663864136,-0.8711333274841309,0.9995466470718384,0.47285088896751404,0.3715369701385498,-0.866479754447937,0.9995031356811523,0.4588744044303894,0.3720475137233734,-0.8669900894165039,0.9996657371520996,0.44381657242774963,0.3721877932548523,-0.8676918745040894,0.9995167255401611,0.57855224609375,0.4080887734889984,-0.56759113073349,0.999640166759491,0.4261855483055115,0.4066839814186096,-0.546546995639801,0.9995538592338562,0.5258476734161377,0.5273483395576477,-0.7831447720527649,0.9996860027313232,0.4661521315574646,0.5266467928886414,-0.776462733745575,0.9996241927146912,0.6899916529655457,0.7887080907821655,-0.3630117177963257,0.9995318055152893,0.3301314413547516,0.7779145836830139,-0.32905587553977966,0.999442994594574,0.7917588949203491,1.0374690294265747,-0.20588251948356628,0.3421016335487366,0.20796242356300354,1.0274450778961182,-0.14877596497535706,0.3258225619792938,0.8813260793685913,1.5360809564590454,-0.2149854600429535,0.09888399392366409,0.1436646282672882,1.5664862394332886,-0.26489394903182983,0.06606907397508621,0.9256020784378052,1.6573824882507324,-0.21457982063293457,0.09342514723539352,0.09782060980796814,1.6950807571411133,-0.3189631402492523,0.07375830411911011,0.8977704048156738,1.6665488481521606,-0.30567917227745056,0.1439402550458908,0.13131150603294373,1.7180253267288208,-0.392628014087677,0.11291395127773285,0.8764926195144653,1.6356353759765625,-0.25119534134864807,0.15346771478652954,0.1550901234149933,1.6786655187606812,-0.31519562005996704,0.11556484550237656,0.6290373802185059,1.6913011074066162,-0.07568296790122986,0.0003969032841268927,0.37747400999069214,1.688675045967102,0.07890255749225616,0.00046705789281986654,0.6284568905830383,2.4293484687805176,-0.07700002938508987,0.0008078200626187027,0.36801546812057495,2.4296274185180664,0.0668276697397232,0.000709160347469151,0.6315134763717651,3.115161180496216,0.4776626229286194,0.00016082238289527595,0.3750327229499817,3.111593723297119,0.36511534452438354,0.0001633474021218717,0.6409627795219421,3.208627700805664,0.526286780834198,0.00013594819756690413,0.3750316798686981,3.2061944007873535,0.3847237825393677,0.0002683974162209779,0.5923810005187988,3.3431286811828613,0.22595910727977753,0.00022200219973456115,0.4012661874294281,3.334188461303711,-0.01945066824555397,0.00034458062145859003
